,Gender,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average Score,WklyStudyHoursValue
4225,female,high school,standard,none,married,sometimes,yes,2.0,school_bus,> 10,59,64,70,64.0,3.0
4226,male,associate's degree,standard,none,married,sometimes,no,2.0,private,< 5,92,82,81,85.0,1.0
4227,female,some college,standard,completed,single,sometimes,yes,1.0,private,< 5,60,61,69,63.0,1.0
4228,female,associate's degree,free/reduced,none,single,sometimes,yes,4.0,private,5 - 10,54,67,68,63.0,2.0
4229,male,bachelor's degree,standard,none,married,never,no,4.0,private,< 5,49,52,47,49.0,1.0
4230,female,high school,standard,none,single,regularly,yes,3.0,private,5 - 10,65,68,72,68.0,2.0
4231,female,some high school,free/reduced,none,single,regularly,yes,3.0,private,5 - 10,54,59,64,59.0,2.0
4232,male,bachelor's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,> 10,30,15,20,22.0,3.0
4233,female,some high school,standard,none,single,sometimes,no,7.0,school_bus,5 - 10,48,62,56,55.0,2.0
4234,male,high school,standard,none,single,never,yes,0.0,school_bus,5 - 10,77,71,71,73.0,2.0
4235,male,high school,standard,none,married,sometimes,yes,4.0,private,< 5,71,65,58,65.0,1.0
4236,female,associate's degree,free/reduced,completed,married,never,no,4.0,school_bus,> 10,61,69,72,67.0,3.0
4237,male,high school,standard,none,married,regularly,no,2.0,school_bus,< 5,50,48,44,47.0,1.0
4238,female,some high school,standard,none,single,never,yes,1.0,school_bus,5 - 10,59,74,75,69.0,2.0
4239,female,some college,standard,completed,married,regularly,yes,3.0,school_bus,< 5,87,88,97,91.0,1.0
4241,female,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,96,100,96,97.0,2.0
4242,male,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,96,91,87,91.0,1.0
4243,male,associate's degree,standard,none,single,sometimes,no,1.0,private,< 5,46,50,39,45.0,1.0
4244,male,high school,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,31,36,34,34.0,2.0
4245,male,some high school,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,< 5,29,23,21,24.0,1.0
4246,male,master's degree,free/reduced,none,married,regularly,no,4.0,private,5 - 10,53,51,46,50.0,2.0
4247,male,bachelor's degree,free/reduced,none,married,never,yes,1.0,school_bus,> 10,79,84,77,80.0,3.0
4248,male,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,< 5,77,73,79,76.0,1.0
4249,male,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,49,53,49,50.0,2.0
4251,female,bachelor's degree,standard,none,single,sometimes,yes,4.0,private,5 - 10,68,72,77,72.0,2.0
4252,male,bachelor's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,100,87,95,94.0,1.8977295694940375
4253,male,associate's degree,standard,none,married,sometimes,yes,4.0,private,5 - 10,67,74,67,69.0,2.0
4254,male,some high school,standard,completed,married,regularly,no,3.0,private,< 5,71,75,68,71.0,1.0
4256,female,high school,standard,none,single,regularly,yes,4.0,private,5 - 10,58,66,64,63.0,2.0
4257,male,associate's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,88,83,79,83.0,2.0
4258,male,some high school,standard,none,divorced,sometimes,yes,5.0,school_bus,5 - 10,51,50,44,48.0,2.0
4259,female,associate's degree,standard,completed,widowed,never,yes,1.0,private,5 - 10,75,90,81,82.0,1.8977295694940375
4260,male,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,21,24,25,23.0,1.0
4261,male,high school,standard,none,married,sometimes,no,2.0,school_bus,> 10,66,57,62,62.0,3.0
4262,female,some high school,standard,completed,married,never,yes,0.0,school_bus,< 5,91,97,95,94.0,1.0
4263,male,some college,free/reduced,completed,married,sometimes,yes,2.0,private,> 10,55,54,51,53.0,3.0
4264,male,master's degree,standard,none,single,regularly,yes,1.0,private,5 - 10,70,62,66,66.0,2.0
4265,female,associate's degree,standard,none,married,regularly,no,3.0,private,5 - 10,64,77,80,74.0,2.0
4266,female,associate's degree,free/reduced,completed,married,regularly,yes,4.0,private,5 - 10,42,53,54,50.0,2.0
4267,female,some college,standard,completed,married,sometimes,yes,2.0,private,< 5,67,83,79,76.0,1.0
4268,male,high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,77,58,61,65.0,1.0
4269,female,associate's degree,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,55,59,57,57.0,2.0
4270,female,associate's degree,standard,completed,married,sometimes,no,3.0,school_bus,< 5,76,89,90,85.0,1.0
4271,male,high school,standard,none,divorced,regularly,yes,3.0,school_bus,5 - 10,82,68,70,73.0,2.0
4272,female,some college,standard,completed,single,sometimes,yes,1.0,private,< 5,48,60,58,55.0,1.0
4273,female,some high school,standard,completed,married,regularly,yes,3.0,school_bus,> 10,75,81,79,78.0,3.0
4274,female,some college,free/reduced,none,married,never,no,3.0,private,> 10,53,72,70,65.0,3.0
4275,male,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,84,81,77,81.0,2.0
4276,female,some college,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,77,86,87,83.0,1.0
4277,female,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,72,81,76,76.0,2.0
4279,male,high school,standard,none,single,never,yes,1.0,private,5 - 10,58,46,45,50.0,2.0
4280,male,high school,standard,completed,single,sometimes,no,5.0,school_bus,5 - 10,75,67,70,71.0,2.0
4281,female,some high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,78,86,83,82.0,2.0
4282,female,some high school,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,96,100,100,99.0,2.0
4283,female,high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,65,70,69,68.0,2.0
4284,male,master's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,92,91,88,90.0,2.0
4285,male,some high school,free/reduced,none,married,regularly,no,2.0,private,> 10,40,46,39,42.0,3.0
4286,female,master's degree,free/reduced,none,single,regularly,yes,5.0,school_bus,> 10,73,75,81,76.0,3.0
4287,female,some high school,free/reduced,none,married,never,yes,2.0,school_bus,< 5,62,66,55,61.0,1.0
4288,male,some high school,free/reduced,completed,married,regularly,yes,3.0,private,> 10,59,65,65,63.0,3.0
4289,male,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,83,73,71,76.0,2.0
4291,male,some college,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,91,86,83,87.0,2.0
4292,male,bachelor's degree,standard,none,married,regularly,yes,2.0,private,5 - 10,67,66,66,66.0,2.0
4293,female,some high school,free/reduced,completed,married,regularly,yes,4.0,private,5 - 10,71,78,75,75.0,2.0
4294,female,some college,standard,completed,single,regularly,yes,1.0,private,5 - 10,52,53,61,55.0,2.0
4295,female,master's degree,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,86,100,100,95.0,2.0
4296,female,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,55,70,71,65.0,1.0
4297,female,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,47,68,64,60.0,2.0
4298,female,some high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,69,77,74,73.0,2.0
4299,female,some college,standard,none,divorced,regularly,yes,5.0,school_bus,5 - 10,86,86,88,87.0,2.0
4301,male,some college,standard,none,married,regularly,no,3.0,private,< 5,75,72,70,72.0,1.0
4302,male,master's degree,standard,none,married,never,yes,1.0,private,5 - 10,73,69,62,68.0,2.0
4303,female,high school,standard,none,married,sometimes,yes,3.0,private,< 5,67,74,77,73.0,1.0
4304,male,some college,standard,none,single,regularly,yes,2.0,private,5 - 10,90,90,79,86.0,2.0
4305,male,high school,free/reduced,none,single,never,no,1.0,private,< 5,47,50,40,46.0,1.0
4306,male,some high school,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,62,58,53,58.0,2.0
4307,female,associate's degree,free/reduced,none,married,regularly,yes,3.0,private,> 10,61,69,67,66.0,3.0
4308,female,some college,free/reduced,completed,married,regularly,yes,3.0,school_bus,5 - 10,77,83,88,83.0,2.0
4309,male,high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,60,62,55,59.0,2.0
4310,male,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,87,89,89,88.0,1.0
4311,female,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,21,37,38,32.0,2.0
4312,male,some high school,standard,completed,divorced,sometimes,no,4.0,school_bus,5 - 10,74,70,81,75.0,2.0
4313,female,high school,standard,none,divorced,never,yes,1.0,private,5 - 10,50,65,62,59.0,1.8977295694940375
4314,male,some high school,free/reduced,none,married,sometimes,no,1.0,private,< 5,32,31,28,30.0,1.0
4315,female,bachelor's degree,standard,none,married,sometimes,no,3.0,private,< 5,76,78,90,81.0,1.0
4316,female,associate's degree,standard,none,single,never,yes,1.0,private,< 5,76,77,76,76.0,1.0
4317,male,associate's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,74,77,72,74.0,2.0
4318,female,some college,free/reduced,none,divorced,regularly,yes,2.0,private,< 5,57,69,66,64.0,1.0
4319,male,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,48,40,37,42.0,1.8977295694940375
4320,male,master's degree,standard,completed,married,regularly,yes,2.0,private,5 - 10,76,73,76,75.0,2.0
4321,male,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,> 10,99,100,97,99.0,3.0
4322,female,associate's degree,free/reduced,none,single,never,no,3.0,school_bus,< 5,38,57,53,49.0,1.0
4323,female,some high school,standard,completed,divorced,sometimes,yes,2.0,private,5 - 10,86,80,92,86.0,2.0
4324,male,high school,standard,none,married,sometimes,no,3.0,school_bus,> 10,91,73,73,79.0,3.0
4325,male,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,69,66,63,66.0,2.0
4326,male,some high school,standard,none,single,never,yes,1.0,private,5 - 10,78,70,68,72.0,2.0
4327,male,associate's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,75,83,78,79.0,2.0
4328,female,some high school,standard,completed,married,never,yes,6.0,school_bus,5 - 10,66,69,70,68.0,2.0
4329,female,some college,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,53,64,63,60.0,1.8977295694940375
4330,female,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,70,73,73,72.0,2.0
4331,female,high school,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,54,66,67,62.0,2.0
4332,male,high school,standard,none,married,regularly,yes,2.0,school_bus,< 5,60,51,50,54.0,1.0
4333,male,some high school,free/reduced,none,divorced,regularly,yes,3.0,school_bus,< 5,51,56,46,51.0,1.0
4334,female,bachelor's degree,free/reduced,none,married,sometimes,yes,6.0,school_bus,5 - 10,48,60,61,56.0,2.0
4335,female,high school,standard,completed,married,sometimes,yes,2.0,private,> 10,53,56,65,58.0,3.0
4336,male,some high school,free/reduced,none,widowed,sometimes,yes,3.0,school_bus,5 - 10,65,61,53,60.0,2.0
4338,female,associate's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,36,46,50,44.0,2.0
4339,male,master's degree,free/reduced,completed,married,regularly,yes,0.0,private,> 10,91,86,94,90.0,3.0
4340,female,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,67,76,78,74.0,3.0
4341,female,some college,standard,none,married,sometimes,no,2.0,school_bus,> 10,96,89,86,90.0,3.0
4342,male,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,70,74,68,71.0,2.0
4343,male,associate's degree,free/reduced,none,single,never,yes,4.0,private,5 - 10,37,51,41,43.0,2.0
4344,male,some high school,free/reduced,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,49,44,40,44.0,2.0
4345,female,some high school,free/reduced,none,married,regularly,no,2.0,private,5 - 10,41,39,45,42.0,2.0
4346,male,high school,standard,none,married,sometimes,yes,3.0,private,< 5,48,39,37,41.0,1.0
4347,male,some college,standard,none,divorced,regularly,yes,3.0,school_bus,5 - 10,97,88,91,92.0,2.0
4348,male,master's degree,standard,none,divorced,regularly,no,2.0,private,> 10,77,77,77,77.0,3.0
4349,male,some college,standard,none,divorced,never,yes,2.0,private,5 - 10,48,48,47,48.0,2.0
4350,female,some college,standard,completed,married,never,yes,1.0,school_bus,> 10,49,68,70,62.0,3.0
4351,male,high school,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,75,84,80,80.0,2.0
4352,female,high school,standard,completed,divorced,sometimes,no,2.0,school_bus,> 10,70,76,79,75.0,3.0
4353,male,high school,standard,completed,married,never,no,1.0,school_bus,5 - 10,67,79,73,73.0,2.0
4354,male,some high school,standard,completed,single,regularly,no,1.0,private,5 - 10,75,64,64,68.0,2.0
4355,male,some college,standard,completed,married,never,no,1.0,school_bus,> 10,95,94,93,94.0,3.0
4356,female,some college,free/reduced,completed,married,regularly,yes,5.0,school_bus,5 - 10,49,66,71,62.0,2.0
4357,male,high school,standard,none,divorced,never,no,4.0,school_bus,5 - 10,60,46,46,51.0,2.0
4358,female,high school,standard,none,married,never,no,1.0,school_bus,> 10,82,84,87,84.0,3.0
4359,female,high school,standard,none,single,sometimes,yes,2.0,school_bus,< 5,83,85,83,84.0,1.0
4360,male,some college,free/reduced,completed,married,sometimes,no,2.0,private,5 - 10,54,58,57,56.0,2.0
4361,female,bachelor's degree,free/reduced,none,married,never,no,3.0,private,5 - 10,44,53,54,50.0,2.0
4362,male,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,> 10,54,47,41,47.0,3.0
4363,female,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,64,68,72,68.0,2.0
4364,male,some college,standard,none,married,regularly,no,2.0,school_bus,< 5,67,65,57,63.0,1.0
4365,female,high school,free/reduced,none,married,regularly,yes,1.0,private,< 5,69,85,80,78.0,1.0
4366,female,associate's degree,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,84,87,89,87.0,2.0
4367,male,high school,free/reduced,completed,married,regularly,yes,4.0,school_bus,< 5,71,79,75,75.0,1.0
4368,female,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,80,76,83,80.0,2.0
4369,female,bachelor's degree,standard,completed,married,regularly,no,5.0,school_bus,5 - 10,71,86,88,82.0,2.0
4370,male,high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,71,71,66,69.0,2.0
4372,female,high school,standard,none,widowed,regularly,yes,2.0,private,< 5,61,73,73,69.0,1.0
4373,male,master's degree,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,43,45,42,43.0,2.0
4374,female,some college,standard,none,married,never,yes,4.0,school_bus,< 5,78,84,75,79.0,1.0
4375,female,some college,free/reduced,completed,divorced,regularly,no,3.0,school_bus,< 5,48,66,69,61.0,1.0
4376,female,high school,standard,completed,divorced,sometimes,yes,4.0,private,5 - 10,44,59,62,55.0,2.0
4377,female,bachelor's degree,standard,completed,married,never,yes,1.0,school_bus,5 - 10,71,89,94,85.0,2.0
4378,female,some high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,79,96,88,88.0,2.0
4379,male,associate's degree,standard,completed,single,sometimes,yes,0.0,school_bus,> 10,63,74,72,70.0,3.0
4380,female,associate's degree,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,56,71,70,66.0,2.0
4381,male,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,45,48,48,47.0,3.0
4382,male,associate's degree,standard,none,divorced,regularly,yes,2.0,school_bus,< 5,89,74,76,80.0,1.0
4383,male,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,76,66,53,65.0,2.0
4384,female,some college,standard,none,married,sometimes,yes,5.0,school_bus,> 10,55,68,64,62.0,3.0
4385,female,some high school,free/reduced,none,divorced,regularly,yes,1.0,private,5 - 10,45,56,51,51.0,2.0
4386,female,some college,standard,completed,single,sometimes,no,1.0,school_bus,< 5,76,83,85,81.0,1.0
4387,male,some college,standard,none,divorced,sometimes,no,3.0,private,5 - 10,59,67,62,63.0,2.0
4388,male,some high school,standard,none,married,sometimes,yes,4.0,private,> 10,94,79,79,84.0,3.0
4389,female,some high school,standard,none,married,never,yes,5.0,private,< 5,56,66,60,61.0,1.0
4390,female,bachelor's degree,standard,none,divorced,never,yes,1.0,school_bus,> 10,69,80,80,76.0,3.0
4391,female,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,47,60,62,56.0,1.0
4392,male,bachelor's degree,standard,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,100,97,97,98.0,2.0
4393,male,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,77,72,69,73.0,1.0
4394,male,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,77,83,72,77.0,2.0
4395,female,associate's degree,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,49,67,62,59.0,2.0
4396,female,some college,standard,completed,single,regularly,yes,3.0,private,5 - 10,82,82,93,86.0,2.0
4397,female,some high school,standard,none,divorced,regularly,yes,5.0,private,> 10,59,62,61,61.0,3.0
4398,male,master's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,< 5,61,59,57,59.0,1.0
4400,female,bachelor's degree,free/reduced,none,married,never,no,1.0,private,5 - 10,57,72,72,67.0,2.0
4401,male,associate's degree,standard,none,married,never,no,2.0,school_bus,5 - 10,65,62,59,62.0,2.0
4402,female,associate's degree,standard,completed,single,sometimes,yes,5.0,private,5 - 10,78,93,93,88.0,2.0
4403,female,high school,standard,none,married,sometimes,no,4.0,school_bus,> 10,49,49,53,50.0,3.0
4405,female,some college,standard,completed,married,never,yes,3.0,private,> 10,74,75,83,77.0,3.0
4406,male,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,< 5,81,76,72,76.0,1.0
4407,male,associate's degree,standard,none,single,regularly,no,1.0,school_bus,< 5,82,72,80,78.0,1.0
4408,male,bachelor's degree,standard,none,married,regularly,yes,3.0,private,< 5,72,69,70,70.0,1.0
4409,male,high school,standard,none,single,never,yes,2.0,private,5 - 10,53,50,44,49.0,2.0
